1,23.009177
101,2193.407116
201,4121.583184
301,5657.315956
401,7281.647549
501,8891.817272
601,10075.484937
701,11710.176474
801,12609.348969
901,14111.608538
1001,14819.190871
1101,14309.140159
1201,15738.678628
1301,17496.603298
1401,16854.859743
1501,19160.227433
1601,20706.830253
1701,19794.311617
1801,22185.578968
1901,22773.036210
2001,22419.813688
2101,24320.349243
2201,24234.070161
2301,24583.598046
2401,24512.035298
2501,24769.331599
2601,24797.258857
2701,25464.630781
2801,26153.777749
2901,26611.881175
3001,26460.097109
3101,26110.019192
3201,26727.045303
3301,26820.597331
3401,27499.814919
3501,28184.635028
3601,28722.154167
3701,29645.306256
3801,28245.662877
3901,28739.253916
4001,30859.653422
4101,18062.956310
4201,19395.248182
4301,19889.264582
4401,19367.084901
4501,19121.180992
4601,19414.757238
4701,19786.242976
4801,19638.193789
4901,19476.555623
5000,20174.000757
6000,21426.183844
7000,23439.036540
8000,24373.152972
9000,24646.290362
10000,25760.747062
11000,25118.382214
12000,26610.066868
13000,27417.760565
14000,26357.717148
15000,26631.154909
16000,27204.407114
17000,26848.531633
18000,26543.294282
19000,28126.173647
20000,29811.812931
21000,26876.386368
22000,28089.775561
23000,28235.726140
24000,28684.669177
25000,28930.999566
26000,28271.416455
27000,27700.557730
28000,28794.469250
29000,29347.910628
30000,28763.398317
31000,30821.942099
32000,29082.657551
33000,28807.260156
34000,28510.107312
35000,29221.661916
36000,28875.934554
37000,28129.005029
38000,28139.232042
39000,29387.899049
40000,29113.140944
41000,28694.703603
42000,28340.362193
43000,29694.164840
44000,29056.241825
45000,30446.465954
46000,26882.453839
47000,28802.190675
48000,30489.207536
49000,31325.603259
50000,31405.802222
51000,31107.480453
52000,30031.250000
53000,30705.525477
54000,31715.544268
55000,30384.016409
56000,31091.262740
57000,31502.776793
58000,30970.459561
59000,32724.921213
60000,31606.655863
61000,31769.166567
62000,32808.863357
63000,32459.351904
64000,33850.165072
65000,30802.649823
66000,29137.670858
67000,27378.021226
68000,30400.304125
69000,31347.399796
70000,29060.251472
71000,30124.453819
72000,32089.909288
73000,30951.185495
74000,30123.252045
75000,29433.211800
76000,30561.646456
77000,31313.856035
78000,30940.553085
79000,30052.215785
80000,24865.570509
81000,28885.308673
82000,28635.200516
83000,27495.391388
84000,30028.162668
85000,30160.669835
86000,30270.957970
87000,30415.226494
88000,29798.941799
89000,29751.741090
90000,29744.315010
91000,30945.143432
92000,30061.153108
93000,30302.855626
94000,30404.081166
95000,29214.747689
96000,29910.125824
97000,28007.568856
98000,30479.094409
99000,30195.915594
100000,30484.319628
101000,30097.072767
102000,31392.007537
103000,31398.491515
104000,28594.135968
105000,30649.649304
