1,34.305313
101,3397.182815
201,6184.334264
301,6125.914237
401,7911.296447
501,9760.700821
601,11010.095018
701,12637.312271
801,14141.050979
901,15620.476588
1001,17528.082207
1101,18117.068823
1201,19374.229154
1301,20550.766717
1401,21862.216003
1501,22898.928784
1601,23888.786431
1701,24571.137785
1801,25621.810588
1901,27479.088211
2001,27254.830744
2101,27819.089891
2201,29475.558438
2301,28168.129014
2401,29402.189944
2501,29505.048019
2601,31348.578236
2701,30915.573350
2801,33138.591549
2901,31752.788759
3001,31560.461417
3101,31425.155877
3201,32145.052437
3301,31572.448830
3401,32068.051632
3501,31582.948241
3601,31783.796583
3701,34162.493338
3801,33358.644927
3901,34715.582017
4001,34455.094801
4101,22513.375134
4201,24395.035711
4301,22735.917695
4401,23598.707257
4501,23248.386411
4601,24430.754985
4701,24760.054968
4801,24096.687270
4901,25565.585861
5000,24277.737315
6000,26822.961373
7000,28808.758914
8000,30063.885757
9000,30416.365641
10000,31857.279388
11000,30118.603863
12000,33114.137860
13000,34427.956619
14000,34960.839161
15000,36282.487413
16000,37433.905760
17000,35973.917345
18000,36050.304260
19000,35892.299408
20000,35848.718408
21000,36219.031659
22000,38007.033552
23000,37879.020416
24000,38624.366218
25000,41597.337770
26000,42983.611842
27000,42993.279209
28000,42818.590705
29000,44416.213215
30000,43719.862227
31000,44164.383562
32000,45257.427423
33000,42760.463997
34000,43305.534496
35000,44188.539537
36000,44119.419458
37000,43022.700377
38000,42538.973131
39000,41152.734194
40000,41729.695895
41000,42546.634743
42000,42048.585551
43000,42829.529626
44000,45525.360050
45000,41470.268028
46000,42004.099007
47000,42843.605960
48000,42546.325369
49000,41598.002497
50000,42109.695757
51000,42686.025408
52000,41977.844280
53000,42158.582876
54000,43948.309046
55000,44131.082423
56000,42627.980159
57000,43268.812551
58000,45749.842722
59000,46766.567234
60000,46888.302551
61000,47890.719549
62000,46812.177986
63000,48159.055308
64000,46881.059851
65000,47086.252576
66000,47374.185137
67000,44391.451568
68000,43636.363636
69000,43907.712591
70000,44557.864824
71000,43616.055846
72000,43530.872264
73000,44612.016976
74000,42272.294510
75000,42983.918679
76000,42827.918945
77000,43706.570460
78000,44299.922472
79000,42769.461398
80000,44021.350355
81000,44379.620380
82000,44003.084040
83000,43950.302364
84000,44590.163934
85000,43974.704427
86000,44181.044487
87000,43017.551416
88000,44435.159462
89000,45310.192275
90000,44972.145631
91000,44761.115466
92000,44223.525506
93000,44827.826087
94000,44962.504222
95000,44710.882452
96000,44741.205467
97000,44996.903676
98000,45950.698155
99000,44172.510906
100000,46808.261658
101000,47307.351115
102000,42633.683425
103000,46254.629630
104000,45927.203726
105000,46304.574406
106000,46769.086651
107000,45524.655506
108000,46412.185338
109000,46183.983810
110000,44507.324681
111000,43560.255083
112000,43218.082518
113000,44082.965578
114000,43867.340215
115000,43689.681584
116000,44163.639375
117000,42613.498241
118000,42842.336785
119000,44510.742514
120000,44260.223872
121000,45344.978166
122000,44711.469534
123000,44515.460471
124000,44069.448272
125000,45333.484445
126000,44141.103616
127000,45813.550571
128000,45758.808364
129000,44395.731436
130000,44839.162409
131000,43604.674020
132000,43209.352674
133000,44678.349477
134000,44811.834585
135000,43314.725489
136000,44084.570798
137000,44209.219858
138000,43378.704005
139000,43143.629093
140000,44052.222773
141000,43846.711321
142000,43677.990169
143000,42262.728909
144000,43628.267394
145000,43218.888769
146000,45210.344632
147000,43404.255319
148000,43590.757634
149000,43859.629853
150000,42603.550296
151000,44474.500862
152000,42707.784559
153000,43798.254761
154000,44557.459396
155000,44555.041009
156000,44561.481812
157000,44043.447097
158000,44796.052263
159000,44238.577837
160000,44646.171045
161000,44278.347657
162000,45481.456161
163000,44523.990181
164000,45159.420290
165000,44223.794781
166000,42852.487136
167000,42282.508600
168000,41195.933743
169000,43159.831187
170000,42083.991159
171000,42497.579658
172000,42365.431574
173000,42755.318012
174000,42242.030135
175000,41504.134810
176000,43096.621221
177000,41506.366613
178000,41873.555976
179000,41209.695719
180000,43276.554193
181000,42488.624282
182000,40885.882654
183000,40954.196127
184000,41827.828458
185000,42007.884363
186000,41694.181609
187000,42733.711351
188000,44564.208643
189000,41960.264901
190000,44082.262778
191000,42284.684303
192000,42153.261558
193000,42481.117544
194000,43515.601135
195000,45977.434953
196000,45475.120842
197000,42756.742266
198000,42367.775832
199000,41680.609158
200000,42312.371079
201000,42516.552055
202000,41996.107107
203000,42172.912488
204000,42681.468830
205000,43032.069971
206000,41345.220817
207000,42078.760082
208000,41179.624665
209000,42816.672024
210000,41483.633345
211000,42890.611542
212000,41037.891269
213000,42245.695820
214000,40184.959452
215000,42372.179453
216000,41671.155653
217000,42312.297992
218000,41060.607618
219000,42081.222017
220000,41867.435159
221000,41267.028144
222000,42703.713599
223000,41805.209750
224000,41855.564284
225000,41278.859563
226000,42543.441227
227000,42638.207044
228000,42931.484765
229000,41756.077160
230000,41511.670219
231000,41894.206549
232000,41990.950226
233000,41592.826234
234000,41455.112544
235000,41847.963041
236000,41406.090843
237000,41746.788991
238000,42033.114323
239000,41784.702253
240000,41960.598897
241000,41524.919363
242000,42164.825289
243000,41177.929324
244000,42191.989828
245000,42061.855670
246000,41846.024929
247000,41802.586794
248000,42293.350302
249000,41044.660794
250000,41666.666667
100000,42007.981516
200000,42231.959035
300000,40636.474908
400000,41491.623878
500000,41175.562304
600000,41074.282179
700000,41474.990873
800000,40892.461483
900000,39786.998895
1000000,39964.032371
1100000,38251.630041
1200000,40365.090760
1300000,37963.496638
1400000,37845.143850
1500000,37225.042301
1600000,37218.027482
1700000,36686.665736
1800000,36081.852350
1900000,35315.669541
2000000,36225.321500
2100000,35653.979239
2200000,35367.190354
2300000,33546.034640
2400000,33753.790709
2500000,34006.376196
2600000,33615.446774
2700000,32764.505119
2800000,32044.431354
2900000,31137.251806
3000000,31572.456321
3100000,31108.149426
3200000,31306.049242
3300000,29577.622587
3400000,30299.172502
3500000,30106.370723
3600000,29171.374031
3700000,28944.300275
3800000,28465.444593
3900000,27321.487211
4000000,27086.125414
4100000,28132.370810
4200000,28022.290458
4300000,27584.195947
4400000,27174.790329
4500000,27663.290255
4600000,26825.090207
4700000,26985.323142
4800000,27238.872140
4900000,26121.143466
5000000,27449.903925
5100000,26547.137073
5200000,26355.988878
5300000,26277.372263
5400000,26420.222887
5500000,26617.375231
5600000,24998.256260
5700000,25307.849735
5800000,25300.753161
5900000,24351.863795
6000000,24303.797468
6100000,24407.627384
6200000,24395.942207
6300000,23085.983510
6400000,23669.264298
6500000,23037.245657
6600000,23290.692545
6700000,23466.866811
6800000,23032.025887
6900000,23169.634826
7000000,23521.646515
7100000,23153.971582
7200000,21458.507963
7300000,21648.338070
7400000,21679.025909
7500000,21567.217829
7600000,21624.184944
7700000,21919.108054
7800000,21918.449785
7900000,21504.522642
8000000,21776.731789
8100000,21488.379805
8200000,21806.698246
8300000,21632.187653
8400000,20283.730758
8500000,19719.290106
8600000,20303.969308
8700000,20306.938204
8800000,19878.021233
8900000,20038.275357
9000000,19954.547974
9100000,19310.344828
9200000,20337.671668
9300000,20203.117363
9400000,20202.562932
9500000,20601.230652
9600000,20116.824266
9700000,20370.127313
9800000,20120.621070
9900000,20159.853383
10000000,14568.499262
