size,throughput
141000,31343.131792
142000,31604.743564
143000,31458.245204
144000,31374.692094
145000,31733.027476
146000,31343.290062
147000,31492.427799
148000,31879.778468
149000,28735.364809
150000,32359.495282
151000,29739.224120
152000,32383.316785
153000,31748.308549
154000,32058.669176
155000,31726.848558
156000,32043.717093
157000,31649.180016
158000,31889.931871
159000,31693.188771
160000,31977.649465
161000,32075.341661
162000,32000.151742
163000,31974.246018
164000,31453.869227
165000,31819.159695
166000,31854.476784
167000,32078.449432
168000,32143.607477
169000,32354.796239
170000,30957.027169
171000,31856.103332
172000,32511.874982
173000,30602.631120
174000,32462.343082
175000,32305.605776
176000,32420.956846
177000,32679.725246
178000,32778.057661
179000,32509.639710
180000,31397.653740
181000,32596.554235
182000,33141.394052
183000,33335.239737
184000,33367.066793
185000,32612.933499
186000,33001.949910
187000,32917.883766
188000,33240.839178
189000,33073.861423
190000,32789.005251
191000,32938.296684
192000,33012.490179
193000,32826.479678
194000,32566.806904
195000,32744.670468
196000,33093.584959
197000,33040.341496
198000,32636.100177
199000,32746.408839
200000,32972.467941
201000,32703.196299
202000,33365.183853
203000,32901.191357
204000,33103.710215
205000,32844.983004
206000,33107.154686
207000,33079.658305
208000,33000.457966
209000,33423.617457
210000,33463.041341
211000,33349.829763
212000,33562.516107
213000,33297.893516
214000,33375.379535
215000,33680.700867
216000,33775.786057
217000,33584.039248
218000,32923.295550
219000,33691.066643
220000,33957.653638
221000,33536.638365
222000,32954.067605
223000,32888.459138
224000,33368.391461
225000,33423.948118
226000,33136.461181
227000,33777.291785
228000,33194.446564
229000,33241.144105
230000,32885.972393
231000,33418.470210
232000,32499.564422
233000,33387.367937
234000,33828.975975
235000,33589.828748
236000,33632.441217
237000,33750.751925
238000,33526.928917
239000,33618.706719
240000,33820.005763
241000,34001.197388
242000,33706.222237
243000,33694.445051
244000,34100.787228
245000,33809.798122
246000,33566.530954
247000,34206.070882
248000,33500.667488
249000,33937.075939
250000,34538.076416
100000,33926.263852
200000,32816.391358
300000,34425.082428
400000,34669.399901
500000,34111.819124
600000,35041.221163
700000,34400.603794
800000,34406.620163
900000,34166.671137
1000000,34420.097451
1100000,33877.811106
1200000,33687.263894
1300000,33665.514568
1400000,32864.282076
1500000,32572.007609
1600000,32763.419995
1700000,32113.867731
1800000,31825.632225
1900000,31385.408051
2000000,31001.461634
2100000,30758.468141
2200000,30439.707770
2300000,30339.000461
2400000,30081.295730
2500000,30042.736527
2600000,30897.497405
2700000,30248.562834
2800000,30719.346127
2900000,30687.087783
3000000,30676.584881
3100000,26768.636593
3200000,31159.982124
3300000,28544.448752
3400000,29124.827236
3500000,27120.730536
3600000,26415.701545
3700000,22897.063035
3800000,27290.356127
3900000,26674.153327
4000000,24904.328550
4100000,26017.541537
4200000,25186.062800
4300000,23729.333905
4400000,25063.421282
4500000,25600.449819
4600000,20197.378626
4700000,23516.948189
4800000,24016.771585
4900000,23624.279497
5000000,21846.186700
5100000,22950.979477
5200000,23402.916783
5300000,23195.652393
5400000,20994.198919
5500000,21632.795217
5600000,21263.417359
5700000,19264.853591
5800000,20514.340892
5900000,20096.426025
6000000,19454.546658
6100000,20185.231802
6200000,18575.500463
6300000,19328.993824
6400000,18265.574960
6500000,18421.374261
6600000,18044.426888
6700000,19105.407472
6800000,18092.023393
6900000,17649.265092
7000000,17790.262531
7100000,17943.063867
7200000,16753.462537
7300000,16706.746334
7400000,15984.558314
7500000,16923.984555
7600000,16307.742556
7700000,16801.764032
7800000,16183.559468
7900000,16837.693157
8000000,15206.151296
8100000,16674.117802
8200000,15908.780873
8300000,16646.932029
8400000,15059.693781
8500000,16250.323169
8600000,15065.054984
8700000,15754.189629
8800000,14872.070029
8900000,16063.733543
9000000,14751.794601
9100000,15928.290621
9200000,14616.583147
9300000,15032.623472
9400000,13399.706050
9500000,14622.746681
9600000,13543.893574
9700000,14107.361481
9800000,13520.110913
9900000,14191.072261
10000000,13641.177499
1,16.640434
101,1642.471626
201,2796.258461
301,3766.672997
401,4714.438617
501,5351.827249
601,6825.333706
701,7594.160321
801,8954.132223
901,9434.074691
1001,10034.240068
1101,10686.165600
1201,11417.465461
1301,11956.050751
1401,13174.686080
1501,12790.729784
1601,13646.626265
1701,13740.444681
1801,13853.326609
1901,14080.245368
2001,14394.018329
2101,14299.725216
2201,14471.683977
2301,14971.166214
2401,15074.748119
2501,15472.851900
2601,15438.238512
2701,15524.559951
2801,15766.418950
2901,16595.732099
3001,16919.906259
3101,17292.711673
3201,17469.673707
3301,17393.305735
3401,17729.166941
3501,18627.484569
3601,17654.890283
3701,18608.836545
3801,18497.586670
3901,18767.913856
4001,18944.632314
4101,18144.077509
4201,18360.210256
4301,18530.050474
4401,19077.175465
4501,18577.419293
4601,18776.822278
4701,19346.134121
4801,19757.995738
4901,20253.503849
5000,20216.070708
6000,20437.392918
7000,20210.600629
8000,20216.314309
9000,20200.053317
10000,19944.028578
11000,19990.155124
12000,21276.001706
13000,22173.159284
14000,22702.786873
15000,22295.592563
16000,22391.714492
17000,22573.547952
18000,22731.147811
19000,21571.862175
20000,20645.704968
21000,21314.826021
22000,21175.104369
23000,23340.690707
24000,23730.380893
25000,23444.963667
26000,23962.042637
27000,24034.710888
28000,24621.953714
29000,22701.698070
30000,22772.089230
31000,22834.798326
32000,21434.081536
33000,29939.477398
34000,31361.100155
35000,31678.324733
36000,32135.697056
37000,30989.965401
38000,30495.707087
39000,29474.419634
40000,29612.948548
41000,30558.445980
42000,29283.484426
43000,29388.433615
44000,31316.759793
45000,31346.185844
46000,31448.073337
47000,30291.054544
48000,29290.262623
49000,30518.739459
50000,31538.195182
51000,30126.475495
52000,30185.095876
53000,28554.933329
54000,29844.883293
55000,30913.533849
56000,31203.778968
57000,31426.691172
58000,30918.140443
59000,29786.755788
60000,31338.830601
61000,30027.780145
62000,30453.171499
63000,29762.814248
64000,29224.337499
65000,30818.188698
66000,28468.389682
67000,28519.255868
68000,28120.266461
69000,26436.905395
70000,26252.727906
71000,28754.860169
72000,28555.698853
73000,29117.829312
74000,27133.842404
75000,26937.381524
76000,27076.722534
77000,29089.666227
78000,28206.540139
79000,27135.729711
80000,26775.642570
81000,26821.541814
82000,27992.202356
83000,27942.313931
84000,28536.797430
85000,25540.849834
86000,26929.130717
87000,29680.743687
88000,29597.203471
89000,29067.331211
90000,27074.013478
91000,27319.847919
92000,27385.600238
93000,29550.100752
94000,27471.638599
95000,27518.709454
96000,26076.706553
97000,27466.497080
98000,29422.454979
99000,29023.924771
100000,29330.284436
101000,27254.253767
102000,27440.898492
103000,29640.445445
104000,29590.638003
105000,28887.022097
106000,27485.907431
107000,26447.539101
108000,27983.151246
109000,29639.733424
110000,29441.521072
111000,27495.736770
112000,27406.018579
113000,27367.152106
114000,29606.119323
115000,29142.986185
116000,29307.187657
117000,27456.099259
118000,27433.615103
119000,28334.538735
120000,29509.314966
121000,29636.713804
122000,27683.058282
123000,25549.348172
124000,27990.686519
125000,29844.997287
126000,29868.197436
127000,27901.326240
128000,27438.485846
129000,27823.206942
130000,28744.407757
131000,29339.370121
132000,26640.654612
133000,27176.915767
134000,27013.685011
135000,27114.747357
136000,26758.838586
137000,27208.227953
138000,27077.265612
139000,26947.770359
140000,27185.568114
141000,27191.101856
142000,27216.641851
143000,27431.565083
144000,27124.299031
145000,27668.268569
146000,27440.361931
147000,27428.780729
148000,27860.641103
149000,27705.086939
150000,28113.994203
151000,27945.811934
152000,27706.483410
153000,28046.418583
154000,27965.856633
155000,27566.198662
156000,27317.664684
157000,27553.719174
158000,27979.118541
159000,27650.360592
160000,27866.199392
161000,27318.652602
162000,27714.942129
163000,27786.128075
164000,27737.262266
165000,27570.260045
166000,27693.539850
167000,28040.458111
168000,28227.303504
169000,28444.856061
170000,27922.454028
171000,27856.214854
172000,28138.787293
173000,27854.964330
174000,28375.209138
175000,27984.002408
176000,28244.705401
177000,27902.306020
178000,28473.820354
179000,27929.729718
180000,28391.707967
181000,28343.200233
182000,28790.550761
183000,28616.595708
184000,28630.359296
185000,28971.485241
186000,29063.541174
187000,28315.193904
188000,28233.576014
189000,28280.228357
190000,28629.005533
191000,28161.013992
192000,28513.213588
193000,28970.661054
194000,28164.020011
195000,28422.256175
196000,28266.007843
197000,28145.651144
198000,28072.534798
199000,28657.097101
200000,28182.791870
201000,28786.433518
202000,28893.555339
203000,28364.161846
204000,28560.367703
205000,28835.365163
206000,28916.393723
207000,28728.857048
208000,29077.478829
209000,28593.464969
210000,29001.167471
211000,28890.153900
212000,29022.505443
213000,29104.546439
214000,28834.963521
215000,28772.973030
216000,28368.398171
217000,29093.623472
218000,29080.915502
219000,28915.311576
220000,29010.817484
221000,29494.806640
222000,29338.909419
223000,29409.583578
224000,29412.422017
225000,29287.130048
226000,29172.891086
227000,29238.605412
228000,28882.164105
229000,28879.615784
230000,28359.299292
231000,28494.169870
232000,28513.421436
233000,28928.445131
234000,29034.313338
235000,29155.121905
236000,29211.382894
237000,29164.518579
238000,28975.612692
239000,28990.105298
240000,29085.557309
241000,29382.914528
242000,29198.546738
243000,29283.451092
244000,29339.166611
245000,29216.653363
246000,29538.168545
247000,29372.601083
248000,29638.014111
249000,29467.190647
250000,29482.850365
100000,28386.403397
200000,28269.218845
300000,29656.506972
400000,30220.233624
500000,30260.023267
600000,30237.423115
700000,30401.707631
800000,30098.831298
900000,30032.445240
1000000,29868.907503
1100000,29351.530077
1200000,29175.962152
1300000,28870.563025
1400000,28509.427060
1500000,28312.597636
1600000,28176.236123
1700000,27651.207649
1800000,27442.538288
1900000,27562.170615
2000000,27406.138818
2100000,26600.779070
2200000,26660.010158
2300000,26142.725699
2400000,26429.700539
2500000,25804.551152
2600000,27453.070452
2700000,24533.554915
2800000,24787.438030
2900000,26861.198802
3000000,23874.192863
3100000,24300.782292
3200000,23023.554228
3300000,26319.078152
3400000,23899.311136
3500000,23468.824437
3600000,26009.464317
3700000,24378.710942
3800000,23315.454761
3900000,22967.193688
4000000,23314.506471
4100000,22069.824597
4200000,22541.365067
4300000,21468.663672
4400000,21677.783531
4500000,22070.884114
4600000,21014.348155
4700000,19945.468853
4800000,22045.823304
4900000,20484.107967
5000000,21065.128163
5100000,20787.955334
5200000,18017.145977
5300000,17605.253445
5400000,19410.747153
5500000,18590.753382
5600000,18934.263987
5700000,19154.518586
5800000,16696.343088
5900000,17963.084003
6000000,17794.368027
6100000,17444.708456
6200000,17784.591180
6300000,17639.070588
6400000,17195.197474
6500000,17294.237688
6600000,16982.606287
6700000,16906.810851
6800000,16579.378044
6900000,16482.124547
7000000,16230.913271
7100000,17088.732943
7200000,15111.457637
7300000,16151.972410
7400000,15616.609949
7500000,15730.606326
7600000,15429.969840
7700000,15918.168929
7800000,15329.959708
7900000,16129.975222
8000000,14976.383845
8100000,15569.907437
8200000,14557.108947
8300000,15728.417931
8400000,14010.131613
8500000,14590.823946
8600000,14028.522720
8700000,15307.759102
8800000,14189.284075
8900000,14989.882986
9000000,14095.408010
9100000,15005.790658
9200000,14198.034927
9300000,15001.837279
9400000,14046.451367
9500000,14646.800346
9600000,12919.578035
9700000,14524.302090
9800000,13989.042758
9900000,14287.202023
10000000,13794.727040
1,18.410220
101,1913.379342
201,3291.218697
301,4379.236912
401,5690.709294
501,6282.317547
601,8136.649556
701,8132.575979
801,10483.892999
901,10859.039930
1001,12517.962487
1101,13107.534375
1201,13891.779071
1301,13874.747919
1401,15037.864253
1501,14825.586503
1601,15894.269381
1701,15634.821818
1801,15611.741535
1901,16236.190747
2001,16764.889198
2101,17051.958685
2201,16743.030664
2301,16765.958646
2401,17339.259455
2501,17549.386313
2601,18122.971912
2701,17682.676031
2801,18409.005157
2901,18960.147299
3001,19301.885366
3101,19582.870369
3201,19728.699177
3301,20210.817589
3401,19252.111567
3501,21112.969875
3601,20439.781938
3701,21448.071439
3801,21634.048414
3901,21081.299432
4001,22124.390384
4101,21146.116941
4201,21499.305027
4301,21032.673569
4401,22105.136968
4501,21721.040468
4601,21803.759747
4701,21182.615411
4801,23048.484137
4901,23752.686218
5000,22859.422561
6000,23564.714351
7000,22888.957810
8000,22771.461728
9000,24227.577794
10000,23452.829345
11000,22917.245481
12000,24356.805061
13000,25805.503505
14000,25621.949435
15000,25324.625281
16000,26401.271500
17000,25902.403025
18000,25388.479841
19000,24352.691390
20000,23367.735196
21000,24298.741073
22000,24406.064160
23000,26678.178154
24000,26859.879020
25000,26720.205133
26000,27626.626011
27000,27394.426988
28000,27683.008746
29000,25918.292221
30000,25693.260684
31000,25125.977012
32000,25367.113037
33000,35743.207471
34000,36181.538939
35000,36738.348716
36000,37106.293199
37000,36153.456678
38000,35901.654434
39000,36221.529933
40000,33192.303964
41000,35528.138487
42000,34555.917525
43000,33734.019101
44000,36201.226629
45000,36297.332753
46000,36184.071516
47000,35523.244981
48000,36104.305824
49000,35689.899049
50000,36127.816359
51000,34649.446005
52000,30433.825975
53000,32971.255273
54000,34412.858870
55000,35988.583304
56000,36818.587922
57000,35856.571816
58000,35454.595802
59000,34855.959223
60000,36199.501627
61000,34531.081207
62000,35804.959875
63000,34163.033041
64000,33813.526523
65000,35981.770826
66000,32497.776193
67000,32384.602853
68000,33205.304598
69000,30466.937575
70000,30396.493024
71000,33322.764652
72000,33372.767878
73000,33503.772407
74000,30660.834890
75000,31046.186076
76000,31143.452737
77000,32786.165148
78000,32716.209192
79000,31156.015378
80000,30846.707974
81000,30886.182727
82000,32126.871277
83000,33981.186078
84000,33707.186657
85000,30616.240748
86000,31502.832569
87000,34138.584763
88000,34180.476866
89000,34348.318510
90000,31330.851078
91000,31568.710268
92000,31891.121924
93000,34638.511069
94000,32012.613610
95000,31040.792481
96000,31026.677634
97000,31419.738900
98000,34148.164594
99000,34445.983200
100000,34315.199984
101000,31575.997889
102000,31524.394698
103000,34650.370037
104000,34165.607633
105000,33397.733949
106000,31336.299514
107000,31693.203902
108000,31991.285571
109000,34578.516298
110000,35171.445178
111000,31485.941189
112000,31715.993893
113000,31319.852749
114000,34178.351886
115000,33688.416184
116000,33915.319874
117000,31144.951477
118000,31436.968219
119000,30727.591912
120000,34960.339065
121000,34078.847865
122000,32045.840870
123000,30777.334972
124000,32006.071367
125000,34699.874869
126000,34910.378645
127000,31668.389111
128000,31722.087465
129000,31918.636257
130000,34521.547055
131000,33948.941954
132000,31201.907247
133000,30935.962511
134000,30936.565493
135000,30900.798835
136000,31015.673133
137000,30973.704070
138000,31114.466389
139000,30809.706444
140000,31432.222425
141000,31287.507474
142000,31279.963615
143000,31524.275481
144000,31386.144855
145000,31630.776043
146000,30823.174756
147000,31965.738628
148000,31823.401290
149000,31749.876275
150000,32204.053808
151000,32224.969079
152000,31341.022571
153000,31874.681407
154000,32082.013166
155000,32036.072369
156000,32367.556747
157000,31656.057673
158000,31703.155183
159000,31734.314059
160000,32008.508254
161000,29694.872088
162000,31865.853427
163000,32138.490447
164000,31658.035895
165000,31747.200618
166000,31839.353355
167000,32214.448242
168000,32014.837588
169000,32447.362234
170000,32069.347854
171000,32762.468930
172000,32276.445245
173000,32642.985167
174000,32352.970511
175000,32327.759618
176000,32399.662499
177000,32207.144318
178000,32587.084654
179000,32901.229834
180000,32943.594591
181000,33021.328835
182000,32779.125618
183000,32801.030559
184000,33064.407194
185000,32831.417794
186000,32906.507566
187000,33504.774420
188000,32726.418149
189000,32807.492144
190000,32914.195890
191000,32908.487977
192000,32607.939525
193000,32557.901127
194000,32576.001999
195000,28389.018278
196000,32456.320012
197000,32555.385782
198000,32474.046456
199000,32829.152813
200000,32965.341350
201000,32762.770214
202000,33157.031415
203000,32741.756147
204000,33197.088391
205000,31896.079192
206000,32925.666169
207000,33072.142354
208000,32385.078939
209000,33047.971229
210000,33333.343497
211000,33282.403360
212000,32929.485620
213000,33650.301806
214000,33236.478444
215000,33578.666804
216000,33833.803635
217000,33525.883612
218000,33847.671815
219000,34203.819586
220000,33811.368612
221000,33805.199356
222000,34003.040685
223000,32983.273063
224000,33461.654151
225000,33193.260091
226000,33074.335629
227000,33384.966860
228000,33604.908009
229000,33737.575362
230000,33335.357720
231000,33785.328202
232000,33242.863462
233000,33401.698710
234000,33684.189320
235000,33536.593386
236000,33478.460716
237000,33782.499507
238000,33473.059916
239000,33848.183629
240000,33034.952084
241000,33930.210080
242000,33842.951101
243000,33656.790804
244000,34025.758757
245000,33916.465500
246000,33878.372140
247000,34166.977831
248000,33562.848298
249000,34274.330590
250000,34122.919845
100000,33915.633497
200000,33068.653480
300000,34313.744170
400000,33885.151074
500000,35293.705823
600000,35043.425753
700000,34914.115513
800000,34386.715301
900000,34749.971421
1000000,34305.025968
1100000,33577.834733
1200000,33767.883458
1300000,33213.556030
1400000,33090.156840
1500000,32554.451328
1600000,32153.859163
1700000,31984.097168
1800000,31862.319908
1900000,31434.809520
2000000,30953.987509
2100000,30756.716969
2200000,30240.194189
2300000,29278.709849
2400000,29897.028809
2500000,29138.240300
2600000,31151.831250
2700000,28837.995618
2800000,28547.010486
2900000,30148.781600
3000000,28825.283866
3100000,27337.831226
3200000,28113.331053
3300000,25843.028823
3400000,28461.295185
3500000,27396.393641
3600000,27879.124001
3700000,25733.526459
3800000,25464.933876
3900000,25883.212065
4000000,26302.374250
