threads;size;schedule;time
3;100000;schedule(static,1);0.001751
3;100000;schedule(static,1);0.001713
3;100000;schedule(static,1);0.001716
3;100000;schedule(static,1);0.002069
3;100000;schedule(static,1);0.001833
3;100000;schedule(static,1);0.001745
3;100000;schedule(static,1);0.001784
3;100000;schedule(static,1);0.002246
3;100000;schedule(static,1);0.001913
3;100000;schedule(static,1);0.001811
3;100000;schedule(static,1);0.001803
3;100000;schedule(static,1);0.001762
3;100000;schedule(static,1);0.002086
3;100000;schedule(static,1);0.001730
3;100000;schedule(static,1);0.001779
3;100000;schedule(static,1);0.001759
3;100000;schedule(static,1);0.002040
3;100000;schedule(static,1);0.001803
3;100000;schedule(static,1);0.001728
3;100000;schedule(static,1);0.001703
3;100000;schedule(static,1);0.002288
3;100000;schedule(static,1);0.001792
3;100000;schedule(static,1);0.001735
3;100000;schedule(static,1);0.001804
3;100000;schedule(static,1);0.002301
3;100000;schedule(static,1);0.001785
3;100000;schedule(static,1);0.001774
3;100000;schedule(static,1);0.001796
3;100000;schedule(static,1);0.001768
3;100000;schedule(static,1);0.002115
3;100000;schedule(static,1);0.001747
3;100000;schedule(static,1);0.001824
3;100000;schedule(static,1);0.001729
3;100000;schedule(static,1);0.001999
3;100000;schedule(static,1);0.001697
3;100000;schedule(static,1);0.001755
3;100000;schedule(static,1);0.001723
3;100000;schedule(static,1);0.002291
3;100000;schedule(static,1);0.001986
3;100000;schedule(static,1);0.001722
3;100000;schedule(static,1);0.001792
3;100000;schedule(static,1);0.001988
3;100000;schedule(static,1);0.002014
3;100000;schedule(static,1);0.002081
3;100000;schedule(static,1);0.001719
3;100000;schedule(static,1);0.001708
3;100000;schedule(static,1);0.002139
3;100000;schedule(static,1);0.002084
3;100000;schedule(static,1);0.001734
3;100000;schedule(static,1);0.001772
4;100000;schedule(static,1);0.001541
4;100000;schedule(static,1);0.002062
4;100000;schedule(static,1);0.001279
4;100000;schedule(static,1);0.001462
4;100000;schedule(static,1);0.001375
4;100000;schedule(static,1);0.001364
4;100000;schedule(static,1);0.001902
4;100000;schedule(static,1);0.001442
4;100000;schedule(static,1);0.001539
4;100000;schedule(static,1);0.001348
4;100000;schedule(static,1);0.001370
4;100000;schedule(static,1);0.001997
4;100000;schedule(static,1);0.001376
4;100000;schedule(static,1);0.001412
4;100000;schedule(static,1);0.001366
4;100000;schedule(static,1);0.001369
4;100000;schedule(static,1);0.001335
4;100000;schedule(static,1);0.002349
4;100000;schedule(static,1);0.001700
4;100000;schedule(static,1);0.001727
4;100000;schedule(static,1);0.001671
4;100000;schedule(static,1);0.001939
4;100000;schedule(static,1);0.001941
4;100000;schedule(static,1);0.001873
4;100000;schedule(static,1);0.001628
4;100000;schedule(static,1);0.002472
4;100000;schedule(static,1);0.002014
4;100000;schedule(static,1);0.001741
4;100000;schedule(static,1);0.001370
4;100000;schedule(static,1);0.001398
4;100000;schedule(static,1);0.002059
4;100000;schedule(static,1);0.001327
4;100000;schedule(static,1);0.001399
4;100000;schedule(static,1);0.001369
4;100000;schedule(static,1);0.001364
4;100000;schedule(static,1);0.001498
4;100000;schedule(static,1);0.001524
4;100000;schedule(static,1);0.001367
4;100000;schedule(static,1);0.001406
4;100000;schedule(static,1);0.001715
4;100000;schedule(static,1);0.001891
4;100000;schedule(static,1);0.001488
4;100000;schedule(static,1);0.001936
4;100000;schedule(static,1);0.002062
4;100000;schedule(static,1);0.001632
4;100000;schedule(static,1);0.001608
4;100000;schedule(static,1);0.001868
4;100000;schedule(static,1);0.001791
4;100000;schedule(static,1);0.001922
4;100000;schedule(static,1);0.001879
4;100000;schedule(static,1);0.001515
4;100000;schedule(static,1);0.001483
4;100000;schedule(static,1);0.001822
4;100000;schedule(static,1);0.001592
4;100000;schedule(static,1);0.001858
4;100000;schedule(static,1);0.001642
4;100000;schedule(static,1);0.001567
4;100000;schedule(static,1);0.001836
4;100000;schedule(static,1);0.002419
4;100000;schedule(static,1);0.001888
4;100000;schedule(static,1);0.001706
4;100000;schedule(static,1);0.001435
4;100000;schedule(static,1);0.001617
4;100000;schedule(static,1);0.001659
4;100000;schedule(static,1);0.001381
4;100000;schedule(static,1);0.001720
4;100000;schedule(static,1);0.002123
4;100000;schedule(static,1);0.001825
4;100000;schedule(static,1);0.001612
4;100000;schedule(static,1);0.001618
4;100000;schedule(static,1);0.001525
4;100000;schedule(static,1);0.001595
4;100000;schedule(static,1);0.001668
4;100000;schedule(static,1);0.001757
4;100000;schedule(static,1);0.002247
4;100000;schedule(static,1);0.001680
4;100000;schedule(static,1);0.001578
4;100000;schedule(static,1);0.001771
4;100000;schedule(static,1);0.001908
4;100000;schedule(static,1);0.001591
4;100000;schedule(static,1);0.001563
4;100000;schedule(static,1);0.001533
4;100000;schedule(static,1);0.001884
4;100000;schedule(static,1);0.001484
4;100000;schedule(static,1);0.001631
4;100000;schedule(static,1);0.001635
4;100000;schedule(static,1);0.001519
4;100000;schedule(static,1);0.001408
4;100000;schedule(static,1);0.001377
4;100000;schedule(static,1);0.001396
4;100000;schedule(static,1);0.001397
4;100000;schedule(static,1);0.001487
4;100000;schedule(static,1);0.001838
4;100000;schedule(static,1);0.001344
4;100000;schedule(static,1);0.001403
4;100000;schedule(static,1);0.001621
4;100000;schedule(static,1);0.001407
4;100000;schedule(static,1);0.001446
4;100000;schedule(static,1);0.001413
4;100000;schedule(static,1);0.001475
5;100000;schedule(static,1);0.001242
5;100000;schedule(static,1);0.001153
5;100000;schedule(static,1);0.001220
5;100000;schedule(static,1);0.001174
5;100000;schedule(static,1);0.001145
5;100000;schedule(static,1);0.001488
5;100000;schedule(static,1);0.001134
5;100000;schedule(static,1);0.001131
5;100000;schedule(static,1);0.001266
5;100000;schedule(static,1);0.001236
5;100000;schedule(static,1);0.001213
5;100000;schedule(static,1);0.001150
5;100000;schedule(static,1);0.001436
5;100000;schedule(static,1);0.001244
5;100000;schedule(static,1);0.001220
5;100000;schedule(static,1);0.001212
5;100000;schedule(static,1);0.001140
5;100000;schedule(static,1);0.001151
5;100000;schedule(static,1);0.001428
5;100000;schedule(static,1);0.001140
5;100000;schedule(static,1);0.001188
5;100000;schedule(static,1);0.001177
5;100000;schedule(static,1);0.001144
5;100000;schedule(static,1);0.001180
5;100000;schedule(static,1);0.001160
5;100000;schedule(static,1);0.001363
5;100000;schedule(static,1);0.001161
5;100000;schedule(static,1);0.001184
5;100000;schedule(static,1);0.001176
5;100000;schedule(static,1);0.001130
5;100000;schedule(static,1);0.001155
5;100000;schedule(static,1);0.001227
5;100000;schedule(static,1);0.001216
5;100000;schedule(static,1);0.001160
5;100000;schedule(static,1);0.001157
5;100000;schedule(static,1);0.001129
5;100000;schedule(static,1);0.001093
5;100000;schedule(static,1);0.001243
5;100000;schedule(static,1);0.001390
5;100000;schedule(static,1);0.001207
5;100000;schedule(static,1);0.001168
5;100000;schedule(static,1);0.001178
5;100000;schedule(static,1);0.001126
5;100000;schedule(static,1);0.001165
5;100000;schedule(static,1);0.001239
5;100000;schedule(static,1);0.001619
5;100000;schedule(static,1);0.001229
5;100000;schedule(static,1);0.001246
5;100000;schedule(static,1);0.001158
5;100000;schedule(static,1);0.001212
5;100000;schedule(static,1);0.001299
5;100000;schedule(static,1);0.001612
5;100000;schedule(static,1);0.001389
5;100000;schedule(static,1);0.001325
5;100000;schedule(static,1);0.001194
5;100000;schedule(static,1);0.001282
5;100000;schedule(static,1);0.001344
5;100000;schedule(static,1);0.001945
5;100000;schedule(static,1);0.001161
5;100000;schedule(static,1);0.001335
5;100000;schedule(static,1);0.001152
5;100000;schedule(static,1);0.001211
5;100000;schedule(static,1);0.001313
5;100000;schedule(static,1);0.001626
5;100000;schedule(static,1);0.001238
5;100000;schedule(static,1);0.001210
5;100000;schedule(static,1);0.001277
5;100000;schedule(static,1);0.001297
5;100000;schedule(static,1);0.001187
5;100000;schedule(static,1);0.001460
5;100000;schedule(static,1);0.001161
5;100000;schedule(static,1);0.001159
5;100000;schedule(static,1);0.001160
5;100000;schedule(static,1);0.001231
5;100000;schedule(static,1);0.001281
5;100000;schedule(static,1);0.001464
5;100000;schedule(static,1);0.001146
5;100000;schedule(static,1);0.001140
5;100000;schedule(static,1);0.001166
5;100000;schedule(static,1);0.001158
5;100000;schedule(static,1);0.001165
5;100000;schedule(static,1);0.001122
5;100000;schedule(static,1);0.001561
5;100000;schedule(static,1);0.001178
5;100000;schedule(static,1);0.001177
5;100000;schedule(static,1);0.001157
5;100000;schedule(static,1);0.001120
5;100000;schedule(static,1);0.001168
5;100000;schedule(static,1);0.001162
5;100000;schedule(static,1);0.001531
5;100000;schedule(static,1);0.001172
5;100000;schedule(static,1);0.001226
5;100000;schedule(static,1);0.001215
5;100000;schedule(static,1);0.001176
5;100000;schedule(static,1);0.001275
5;100000;schedule(static,1);0.001510
5;100000;schedule(static,1);0.001147
5;100000;schedule(static,1);0.001224
5;100000;schedule(static,1);0.001194
5;100000;schedule(static,1);0.001169
6;100000;schedule(static,1);0.001094
6;100000;schedule(static,1);0.001047
6;100000;schedule(static,1);0.000984
6;100000;schedule(static,1);0.001472
6;100000;schedule(static,1);0.001143
6;100000;schedule(static,1);0.001082
6;100000;schedule(static,1);0.001006
6;100000;schedule(static,1);0.000982
6;100000;schedule(static,1);0.000977
6;100000;schedule(static,1);0.001086
6;100000;schedule(static,1);0.001470
6;100000;schedule(static,1);0.001025
6;100000;schedule(static,1);0.001001
6;100000;schedule(static,1);0.001021
6;100000;schedule(static,1);0.001072
6;100000;schedule(static,1);0.001110
6;100000;schedule(static,1);0.001003
6;100000;schedule(static,1);0.001408
6;100000;schedule(static,1);0.001026
6;100000;schedule(static,1);0.001078
6;100000;schedule(static,1);0.001150
6;100000;schedule(static,1);0.001010
6;100000;schedule(static,1);0.000975
6;100000;schedule(static,1);0.001025
6;100000;schedule(static,1);0.000979
6;100000;schedule(static,1);0.001513
6;100000;schedule(static,1);0.001025
6;100000;schedule(static,1);0.001079
6;100000;schedule(static,1);0.001001
6;100000;schedule(static,1);0.001005
6;100000;schedule(static,1);0.001112
6;100000;schedule(static,1);0.001072
6;100000;schedule(static,1);0.001189
6;100000;schedule(static,1);0.001149
6;100000;schedule(static,1);0.001538
6;100000;schedule(static,1);0.001418
6;100000;schedule(static,1);0.001258
6;100000;schedule(static,1);0.001105
6;100000;schedule(static,1);0.001121
6;100000;schedule(static,1);0.001344
6;100000;schedule(static,1);0.001399
6;100000;schedule(static,1);0.001072
6;100000;schedule(static,1);0.001278
6;100000;schedule(static,1);0.000979
6;100000;schedule(static,1);0.001163
6;100000;schedule(static,1);0.001239
6;100000;schedule(static,1);0.001099
6;100000;schedule(static,1);0.001187
6;100000;schedule(static,1);0.001334
6;100000;schedule(static,1);0.001211
6;100000;schedule(static,1);0.001196
6;100000;schedule(static,1);0.001470
6;100000;schedule(static,1);0.001000
6;100000;schedule(static,1);0.001002
6;100000;schedule(static,1);0.001088
6;100000;schedule(static,1);0.001273
6;100000;schedule(static,1);0.001308
6;100000;schedule(static,1);0.001160
6;100000;schedule(static,1);0.001015
6;100000;schedule(static,1);0.001006
6;100000;schedule(static,1);0.001011
6;100000;schedule(static,1);0.001153
6;100000;schedule(static,1);0.001610
6;100000;schedule(static,1);0.001757
6;100000;schedule(static,1);0.000975
6;100000;schedule(static,1);0.001020
6;100000;schedule(static,1);0.001015
6;100000;schedule(static,1);0.001005
6;100000;schedule(static,1);0.001031
6;100000;schedule(static,1);0.001498
6;100000;schedule(static,1);0.001329
6;100000;schedule(static,1);0.001341
6;100000;schedule(static,1);0.001001
6;100000;schedule(static,1);0.001096
6;100000;schedule(static,1);0.001105
6;100000;schedule(static,1);0.001076
6;100000;schedule(static,1);0.001716
6;100000;schedule(static,1);0.001727
6;100000;schedule(static,1);0.001410
6;100000;schedule(static,1);0.001346
6;100000;schedule(static,1);0.001240
6;100000;schedule(static,1);0.001085
6;100000;schedule(static,1);0.001029
6;100000;schedule(static,1);0.001018
6;100000;schedule(static,1);0.001347
6;100000;schedule(static,1);0.001357
6;100000;schedule(static,1);0.001073
6;100000;schedule(static,1);0.001103
6;100000;schedule(static,1);0.001002
6;100000;schedule(static,1);0.001329
6;100000;schedule(static,1);0.001336
6;100000;schedule(static,1);0.001547
6;100000;schedule(static,1);0.001221
6;100000;schedule(static,1);0.001374
6;100000;schedule(static,1);0.001331
6;100000;schedule(static,1);0.001103
6;100000;schedule(static,1);0.001083
6;100000;schedule(static,1);0.001164
6;100000;schedule(static,1);0.001671
6;100000;schedule(static,1);0.001434
7;100000;schedule(static,1);0.001210
7;100000;schedule(static,1);0.000969
7;100000;schedule(static,1);0.000993
7;100000;schedule(static,1);0.001017
7;100000;schedule(static,1);0.001003
7;100000;schedule(static,1);0.001016
7;100000;schedule(static,1);0.000976
7;100000;schedule(static,1);0.001088
7;100000;schedule(static,1);0.001155
7;100000;schedule(static,1);0.001181
7;100000;schedule(static,1);0.000966
7;100000;schedule(static,1);0.001045
7;100000;schedule(static,1);0.000958
7;100000;schedule(static,1);0.000977
7;100000;schedule(static,1);0.000981
7;100000;schedule(static,1);0.000971
7;100000;schedule(static,1);0.001194
7;100000;schedule(static,1);0.001007
7;100000;schedule(static,1);0.001008
7;100000;schedule(static,1);0.001097
7;100000;schedule(static,1);0.001046
7;100000;schedule(static,1);0.000901
7;100000;schedule(static,1);0.001096
7;100000;schedule(static,1);0.001076
7;100000;schedule(static,1);0.001320
7;100000;schedule(static,1);0.001125
7;100000;schedule(static,1);0.001079
7;100000;schedule(static,1);0.000988
7;100000;schedule(static,1);0.000895
7;100000;schedule(static,1);0.000988
7;100000;schedule(static,1);0.000879
7;100000;schedule(static,1);0.001204
7;100000;schedule(static,1);0.001013
7;100000;schedule(static,1);0.000994
7;100000;schedule(static,1);0.000889
7;100000;schedule(static,1);0.000960
7;100000;schedule(static,1);0.000945
7;100000;schedule(static,1);0.001004
7;100000;schedule(static,1);0.000991
7;100000;schedule(static,1);0.001173
7;100000;schedule(static,1);0.001067
7;100000;schedule(static,1);0.000955
7;100000;schedule(static,1);0.000960
7;100000;schedule(static,1);0.000971
7;100000;schedule(static,1);0.000973
7;100000;schedule(static,1);0.000910
7;100000;schedule(static,1);0.000907
7;100000;schedule(static,1);0.001053
7;100000;schedule(static,1);0.001208
7;100000;schedule(static,1);0.001215
7;100000;schedule(static,1);0.001203
7;100000;schedule(static,1);0.001018
7;100000;schedule(static,1);0.001037
7;100000;schedule(static,1);0.000930
7;100000;schedule(static,1);0.000998
7;100000;schedule(static,1);0.001159
7;100000;schedule(static,1);0.001043
7;100000;schedule(static,1);0.000972
7;100000;schedule(static,1);0.001006
7;100000;schedule(static,1);0.000904
7;100000;schedule(static,1);0.000863
7;100000;schedule(static,1);0.000939
7;100000;schedule(static,1);0.001190
7;100000;schedule(static,1);0.000948
7;100000;schedule(static,1);0.000921
7;100000;schedule(static,1);0.000915
7;100000;schedule(static,1);0.000967
7;100000;schedule(static,1);0.000969
7;100000;schedule(static,1);0.001001
7;100000;schedule(static,1);0.000918
7;100000;schedule(static,1);0.001133
7;100000;schedule(static,1);0.001072
7;100000;schedule(static,1);0.000973
7;100000;schedule(static,1);0.000996
7;100000;schedule(static,1);0.000981
7;100000;schedule(static,1);0.001004
7;100000;schedule(static,1);0.000970
7;100000;schedule(static,1);0.000949
7;100000;schedule(static,1);0.001169
7;100000;schedule(static,1);0.001087
7;100000;schedule(static,1);0.001296
7;100000;schedule(static,1);0.001160
7;100000;schedule(static,1);0.001090
7;100000;schedule(static,1);0.001016
7;100000;schedule(static,1);0.001081
7;100000;schedule(static,1);0.001044
7;100000;schedule(static,1);0.001397
7;100000;schedule(static,1);0.001015
7;100000;schedule(static,1);0.001030
7;100000;schedule(static,1);0.000976
7;100000;schedule(static,1);0.001026
7;100000;schedule(static,1);0.001035
7;100000;schedule(static,1);0.001048
7;100000;schedule(static,1);0.001128
7;100000;schedule(static,1);0.001209
7;100000;schedule(static,1);0.000960
7;100000;schedule(static,1);0.000944
7;100000;schedule(static,1);0.000993
7;100000;schedule(static,1);0.000999
7;100000;schedule(static,1);0.000930
8;100000;schedule(static,1);0.001189
8;100000;schedule(static,1);0.001428
8;100000;schedule(static,1);0.000837
8;100000;schedule(static,1);0.000940
8;100000;schedule(static,1);0.000906
8;100000;schedule(static,1);0.001083
8;100000;schedule(static,1);0.001163
8;100000;schedule(static,1);0.001640
8;100000;schedule(static,1);0.001680
8;100000;schedule(static,1);0.001418
8;100000;schedule(static,1);0.000995
8;100000;schedule(static,1);0.000908
8;100000;schedule(static,1);0.001218
8;100000;schedule(static,1);0.000912
8;100000;schedule(static,1);0.000857
8;100000;schedule(static,1);0.000913
8;100000;schedule(static,1);0.001443
8;100000;schedule(static,1);0.001512
8;100000;schedule(static,1);0.001255
8;100000;schedule(static,1);0.001357
8;100000;schedule(static,1);0.000973
8;100000;schedule(static,1);0.001094
8;100000;schedule(static,1);0.000957
8;100000;schedule(static,1);0.000859
8;100000;schedule(static,1);0.000810
8;100000;schedule(static,1);0.000835
8;100000;schedule(static,1);0.001014
8;100000;schedule(static,1);0.000864
8;100000;schedule(static,1);0.000961
8;100000;schedule(static,1);0.000872
8;100000;schedule(static,1);0.001526
8;100000;schedule(static,1);0.001084
8;100000;schedule(static,1);0.001984
8;100000;schedule(static,1);0.001668
8;100000;schedule(static,1);0.001103
8;100000;schedule(static,1);0.000948
8;100000;schedule(static,1);0.001405
8;100000;schedule(static,1);0.001192
8;100000;schedule(static,1);0.001093
8;100000;schedule(static,1);0.000947
8;100000;schedule(static,1);0.000924
8;100000;schedule(static,1);0.000971
8;100000;schedule(static,1);0.000975
8;100000;schedule(static,1);0.000984
8;100000;schedule(static,1);0.001382
8;100000;schedule(static,1);0.001067
8;100000;schedule(static,1);0.000901
8;100000;schedule(static,1);0.000979
8;100000;schedule(static,1);0.000983
8;100000;schedule(static,1);0.000872
8;100000;schedule(static,1);0.000958
8;100000;schedule(static,1);0.001440
8;100000;schedule(static,1);0.000953
8;100000;schedule(static,1);0.000956
8;100000;schedule(static,1);0.000905
8;100000;schedule(static,1);0.001124
8;100000;schedule(static,1);0.001117
8;100000;schedule(static,1);0.001267
8;100000;schedule(static,1);0.000997
8;100000;schedule(static,1);0.001274
8;100000;schedule(static,1);0.001027
8;100000;schedule(static,1);0.000942
8;100000;schedule(static,1);0.000956
8;100000;schedule(static,1);0.000939
8;100000;schedule(static,1);0.000809
8;100000;schedule(static,1);0.000867
8;100000;schedule(static,1);0.001093
8;100000;schedule(static,1);0.001090
8;100000;schedule(static,1);0.000949
8;100000;schedule(static,1);0.001185
8;100000;schedule(static,1);0.001083
8;100000;schedule(static,1);0.000956
8;100000;schedule(static,1);0.000956
8;100000;schedule(static,1);0.000936
8;100000;schedule(static,1);0.000834
8;100000;schedule(static,1);0.001282
8;100000;schedule(static,1);0.001043
8;100000;schedule(static,1);0.000911
8;100000;schedule(static,1);0.000947
8;100000;schedule(static,1);0.000929
8;100000;schedule(static,1);0.001021
8;100000;schedule(static,1);0.000904
8;100000;schedule(static,1);0.001139
8;100000;schedule(static,1);0.000988
8;100000;schedule(static,1);0.001001
8;100000;schedule(static,1);0.001033
8;100000;schedule(static,1);0.000807
8;100000;schedule(static,1);0.000958
8;100000;schedule(static,1);0.001468
8;100000;schedule(static,1);0.001499
8;100000;schedule(static,1);0.001257
8;100000;schedule(static,1);0.001630
8;100000;schedule(static,1);0.001651
8;100000;schedule(static,1);0.001009
8;100000;schedule(static,1);0.000989
8;100000;schedule(static,1);0.001085
8;100000;schedule(static,1);0.000965
8;100000;schedule(static,1);0.001453
8;100000;schedule(static,1);0.002026
8;100000;schedule(static,1);0.002191
1;1000000;schedule(static,1);0.052380
1;1000000;schedule(static,1);0.052158
1;1000000;schedule(static,1);0.051029
1;1000000;schedule(static,1);0.049689
1;1000000;schedule(static,1);0.053228
1;1000000;schedule(static,1);0.049754
1;1000000;schedule(static,1);0.053115
1;1000000;schedule(static,1);0.049745
1;1000000;schedule(static,1);0.049565
1;1000000;schedule(static,1);0.049326
1;1000000;schedule(static,1);0.049144
1;1000000;schedule(static,1);0.048408
1;1000000;schedule(static,1);0.049445
1;1000000;schedule(static,1);0.049899
1;1000000;schedule(static,1);0.051404
1;1000000;schedule(static,1);0.049093
1;1000000;schedule(static,1);0.049851
1;1000000;schedule(static,1);0.048824
1;1000000;schedule(static,1);0.050187
1;1000000;schedule(static,1);0.051432
1;1000000;schedule(static,1);0.051152
1;1000000;schedule(static,1);0.049415
1;1000000;schedule(static,1);0.049588
1;1000000;schedule(static,1);0.048439
1;1000000;schedule(static,1);0.050286
1;1000000;schedule(static,1);0.049365
1;1000000;schedule(static,1);0.048240
1;1000000;schedule(static,1);0.048525
1;1000000;schedule(static,1);0.048330
1;1000000;schedule(static,1);0.048058
1;1000000;schedule(static,1);0.048480
1;1000000;schedule(static,1);0.048365
1;1000000;schedule(static,1);0.047987
1;1000000;schedule(static,1);0.048492
1;1000000;schedule(static,1);0.048317
1;1000000;schedule(static,1);0.047876
1;1000000;schedule(static,1);0.048445
1;1000000;schedule(static,1);0.047774
1;1000000;schedule(static,1);0.047926
1;1000000;schedule(static,1);0.050274
1;1000000;schedule(static,1);0.048130
1;1000000;schedule(static,1);0.048406
1;1000000;schedule(static,1);0.048659
1;1000000;schedule(static,1);0.047936
1;1000000;schedule(static,1);0.048519
1;1000000;schedule(static,1);0.048316
1;1000000;schedule(static,1);0.048059
1;1000000;schedule(static,1);0.048327
1;1000000;schedule(static,1);0.048164
1;1000000;schedule(static,1);0.048075
1;1000000;schedule(static,1);0.047960
1;1000000;schedule(static,1);0.048239
1;1000000;schedule(static,1);0.049134
1;1000000;schedule(static,1);0.049666
1;1000000;schedule(static,1);0.049840
1;1000000;schedule(static,1);0.052333
1;1000000;schedule(static,1);0.052478
1;1000000;schedule(static,1);0.048385
1;1000000;schedule(static,1);0.050045
1;1000000;schedule(static,1);0.051516
1;1000000;schedule(static,1);0.052835
1;1000000;schedule(static,1);0.048825
1;1000000;schedule(static,1);0.048853
1;1000000;schedule(static,1);0.048357
1;1000000;schedule(static,1);0.049308
1;1000000;schedule(static,1);0.049537
1;1000000;schedule(static,1);0.050104
1;1000000;schedule(static,1);0.049512
1;1000000;schedule(static,1);0.048791
1;1000000;schedule(static,1);0.048507
1;1000000;schedule(static,1);0.049132
1;1000000;schedule(static,1);0.050754
1;1000000;schedule(static,1);0.050650
1;1000000;schedule(static,1);0.048906
1;1000000;schedule(static,1);0.048637
1;1000000;schedule(static,1);0.048166
1;1000000;schedule(static,1);0.048294
1;1000000;schedule(static,1);0.048250
1;1000000;schedule(static,1);0.049038
1;1000000;schedule(static,1);0.049650
1;1000000;schedule(static,1);0.050731
1;1000000;schedule(static,1);0.048717
1;1000000;schedule(static,1);0.049234
1;1000000;schedule(static,1);0.048387
1;1000000;schedule(static,1);0.050220
1;1000000;schedule(static,1);0.048139
1;1000000;schedule(static,1);0.048520
1;1000000;schedule(static,1);0.049727
1;1000000;schedule(static,1);0.048511
1;1000000;schedule(static,1);0.050103
1;1000000;schedule(static,1);0.049055
1;1000000;schedule(static,1);0.048490
1;1000000;schedule(static,1);0.048129
1;1000000;schedule(static,1);0.048393
1;1000000;schedule(static,1);0.048427
1;1000000;schedule(static,1);0.048598
1;1000000;schedule(static,1);0.047916
1;1000000;schedule(static,1);0.048279
1;1000000;schedule(static,1);0.048194
1;1000000;schedule(static,1);0.048450
2;1000000;schedule(static,1);0.024138
2;1000000;schedule(static,1);0.024533
2;1000000;schedule(static,1);0.024673
2;1000000;schedule(static,1);0.024468
2;1000000;schedule(static,1);0.024083
2;1000000;schedule(static,1);0.025392
2;1000000;schedule(static,1);0.024247
2;1000000;schedule(static,1);0.024930
2;1000000;schedule(static,1);0.025019
2;1000000;schedule(static,1);0.024544
2;1000000;schedule(static,1);0.024662
2;1000000;schedule(static,1);0.024898
2;1000000;schedule(static,1);0.027002
2;1000000;schedule(static,1);0.024581
2;1000000;schedule(static,1);0.024296
2;1000000;schedule(static,1);0.024417
2;1000000;schedule(static,1);0.024405
2;1000000;schedule(static,1);0.024481
2;1000000;schedule(static,1);0.024122
2;1000000;schedule(static,1);0.024534
2;1000000;schedule(static,1);0.025274
2;1000000;schedule(static,1);0.024634
2;1000000;schedule(static,1);0.024109
2;1000000;schedule(static,1);0.024640
2;1000000;schedule(static,1);0.024423
2;1000000;schedule(static,1);0.024194
2;1000000;schedule(static,1);0.025465
2;1000000;schedule(static,1);0.024154
2;1000000;schedule(static,1);0.027483
2;1000000;schedule(static,1);0.027468
2;1000000;schedule(static,1);0.025792
2;1000000;schedule(static,1);0.024384
2;1000000;schedule(static,1);0.024075
2;1000000;schedule(static,1);0.024577
2;1000000;schedule(static,1);0.027218
2;1000000;schedule(static,1);0.025533
2;1000000;schedule(static,1);0.025282
2;1000000;schedule(static,1);0.025255
2;1000000;schedule(static,1);0.024992
2;1000000;schedule(static,1);0.025804
2;1000000;schedule(static,1);0.026844
2;1000000;schedule(static,1);0.025322
2;1000000;schedule(static,1);0.025181
2;1000000;schedule(static,1);0.027233
2;1000000;schedule(static,1);0.027361
2;1000000;schedule(static,1);0.025827
2;1000000;schedule(static,1);0.025898
2;1000000;schedule(static,1);0.027525
2;1000000;schedule(static,1);0.024958
2;1000000;schedule(static,1);0.024944
2;1000000;schedule(static,1);0.024636
2;1000000;schedule(static,1);0.025566
2;1000000;schedule(static,1);0.024149
2;1000000;schedule(static,1);0.025801
2;1000000;schedule(static,1);0.024414
2;1000000;schedule(static,1);0.024585
2;1000000;schedule(static,1);0.024584
2;1000000;schedule(static,1);0.026673
2;1000000;schedule(static,1);0.025300
2;1000000;schedule(static,1);0.025265
2;1000000;schedule(static,1);0.024352
2;1000000;schedule(static,1);0.025311
2;1000000;schedule(static,1);0.024086
2;1000000;schedule(static,1);0.024437
2;1000000;schedule(static,1);0.024660
2;1000000;schedule(static,1);0.024633
2;1000000;schedule(static,1);0.024906
2;1000000;schedule(static,1);0.024453
2;1000000;schedule(static,1);0.025245
2;1000000;schedule(static,1);0.026050
2;1000000;schedule(static,1);0.024697
2;1000000;schedule(static,1);0.024077
2;1000000;schedule(static,1);0.024597
2;1000000;schedule(static,1);0.024590
2;1000000;schedule(static,1);0.024213
2;1000000;schedule(static,1);0.024380
2;1000000;schedule(static,1);0.024195
2;1000000;schedule(static,1);0.024462
2;1000000;schedule(static,1);0.024687
2;1000000;schedule(static,1);0.024231
2;1000000;schedule(static,1);0.024536
2;1000000;schedule(static,1);0.024434
2;1000000;schedule(static,1);0.024559
2;1000000;schedule(static,1);0.027241
2;1000000;schedule(static,1);0.025630
2;1000000;schedule(static,1);0.026193
2;1000000;schedule(static,1);0.026540
2;1000000;schedule(static,1);0.024245
2;1000000;schedule(static,1);0.025347
2;1000000;schedule(static,1);0.025444
2;1000000;schedule(static,1);0.024995
2;1000000;schedule(static,1);0.024315
2;1000000;schedule(static,1);0.024468
2;1000000;schedule(static,1);0.025501
2;1000000;schedule(static,1);0.024096
2;1000000;schedule(static,1);0.024450
2;1000000;schedule(static,1);0.025501
2;1000000;schedule(static,1);0.024424
2;1000000;schedule(static,1);0.024135
2;1000000;schedule(static,1);0.025442
3;1000000;schedule(static,1);0.017713
3;1000000;schedule(static,1);0.016629
3;1000000;schedule(static,1);0.016189
3;1000000;schedule(static,1);0.016740
3;1000000;schedule(static,1);0.016463
3;1000000;schedule(static,1);0.016760
3;1000000;schedule(static,1);0.017638
3;1000000;schedule(static,1);0.016843
3;1000000;schedule(static,1);0.016978
3;1000000;schedule(static,1);0.016400
3;1000000;schedule(static,1);0.016767
3;1000000;schedule(static,1);0.016534
3;1000000;schedule(static,1);0.018047
3;1000000;schedule(static,1);0.017240
3;1000000;schedule(static,1);0.016981
