1 27.114098
101 2179.796859
201 3769.755192
301 5533.031360
401 6647.059595
501 7787.297720
601 9440.600392
701 10522.192331
801 12227.209832
901 12776.301825
1001 14711.098933
1101 14846.417354
1201 15521.233560
1301 16973.599076
1401 16303.075501
1501 18998.559106
1601 17954.599834
1701 18851.136051
1801 19848.332966
1901 20625.672167
2001 22089.660290
2101 21035.245949
2201 22562.424990
2301 22268.857082
2401 23130.208505
2501 23852.444735
2601 23625.094241
2701 24338.097548
2801 24327.510593
2901 24991.124125
3001 25059.713437
3101 25704.777106
3201 25979.572754
3301 27123.337749
3401 27374.243386
3501 27810.608426
3601 27939.378023
3701 27320.042468
3801 28463.486697
3901 27295.300075
4001 28852.573357
4101 29108.564073
4201 28739.156310
4301 29464.988362
4401 29054.336043
4501 28890.689546
4601 28951.651372
4701 30122.469043
4801 30524.217884
4901 30238.787549
5000 30971.701788
6000 32568.542775
7000 34015.051066
8000 34014.305409
9000 34739.155681
10000 36619.482702
11000 36257.714980
12000 37635.529033
13000 36518.779942
14000 37786.668921
15000 37866.322691
16000 37834.667990
17000 37600.487184
18000 39678.546473
19000 39715.691179
20000 39938.145115
21000 40108.831363
22000 41473.923493
23000 40914.328578
24000 41280.993344
25000 41235.338503
26000 42300.920099
27000 43622.856461
28000 44058.704061
29000 42780.317802
30000 44181.740644
31000 42417.426440
32000 42270.423517
33000 43330.289621
34000 44303.710657
35000 44136.973441
36000 44160.080547
37000 43520.073491
38000 43964.417826
39000 43892.378503
40000 44425.303853
41000 43887.180910
42000 44513.026008
43000 45441.334290
44000 44882.913966
45000 45147.719887
46000 45860.447183
47000 45058.203146
48000 45168.315145
49000 44959.934355
50000 44699.906749
51000 45531.813245
52000 46017.401501
53000 45480.892711
54000 45456.351882
55000 45344.194719
56000 45496.423427
57000 46103.911309
58000 44397.061935
59000 46082.188398
60000 45290.803337
61000 45793.666925
62000 46025.611789
63000 45821.831082
64000 46251.216245
65000 44609.835322
66000 49718.156873
67000 50199.575570
68000 50821.252503
69000 51764.721296
70000 52142.229001
71000 51279.859633
72000 51427.760818
73000 49830.913782
74000 50734.630273
75000 51526.981121
76000 51273.542106
77000 50534.654260
78000 50345.997183
79000 52202.404951
80000 53073.141104
81000 53826.890114
82000 52467.082857
83000 52684.559888
84000 51635.713206
85000 51315.764859
86000 51106.697027
87000 51267.936153
88000 51627.129087
89000 54165.510357
90000 52152.279375
91000 54708.348752
92000 52612.018173
93000 54119.911784
94000 55348.179737
95000 52730.202121
96000 53068.805596
97000 53059.784450
98000 52770.626537
99000 52866.312487
100000 53055.518310
101000 53374.286600
102000 54541.775444
103000 54471.091090
104000 54150.494470
105000 53696.545574
106000 53354.095643
107000 53964.641539
108000 53493.256408
109000 53226.072933
110000 53716.348001
111000 55011.779250
112000 55296.207290
113000 54989.325087
114000 55402.010437
115000 54847.111453
116000 53950.390168
117000 53696.334549
118000 53785.796552
119000 53826.665747
120000 54721.002448
121000 55675.790830
122000 56066.941748
123000 55990.952157
124000 55281.871187
125000 56629.085447
126000 56527.514993
127000 54195.921090
128000 54726.365938
129000 55103.220682
130000 53607.195860
131000 54652.218433
132000 50047.288407
133000 50157.416973
134000 50499.619705
135000 48586.615213
136000 49663.245904
137000 50318.530552
138000 50165.203878
139000 50409.432539
140000 50493.797951
141000 50392.980965
142000 50711.599464
143000 50770.871430
144000 50639.479852
145000 50383.668026
146000 51194.423523
147000 50704.475022
148000 50689.388491
149000 51027.312350
150000 50820.778920
151000 50935.720514
152000 50819.137014
153000 51362.701877
154000 51332.401437
155000 48934.261578
156000 41447.980735
157000 51153.884761
158000 50768.377251
159000 51480.066132
160000 51155.547442
161000 49709.162990
162000 51254.613166
163000 51577.181401
164000 50767.472742
165000 51018.941876
166000 51271.582548
167000 51285.555428
168000 51472.067485
169000 51465.372713
170000 51126.471293
171000 51943.571497
172000 51413.674971
173000 51697.845540
174000 51961.895502
175000 51751.907105
176000 52377.649951
177000 51796.379120
178000 51997.789033
179000 51124.762063
180000 52416.316170
181000 51765.520590
182000 50349.569410
183000 51619.580240
184000 52077.882135
185000 51182.382190
186000 51390.952356
187000 51795.926274
188000 51926.065890
189000 52442.660582
190000 51759.248238
191000 52089.435255
192000 52143.671936
193000 52046.774933
194000 51755.073417
195000 51843.490164
196000 51834.410316
197000 52312.754397
198000 52099.951426
199000 52186.960314
200000 52133.107531
201000 52257.985014
202000 51935.438576
203000 52087.075698
204000 52502.168314
205000 51832.303210
206000 53235.171029
207000 52743.799010
208000 52390.755831
209000 51856.424759
210000 51674.693762
211000 52689.923084
212000 52122.780065
213000 52779.373236
214000 52113.100401
215000 52374.167013
216000 52227.533857
217000 53030.452854
218000 52509.462221
219000 52318.258138
220000 52346.255594
221000 52662.644293
222000 52424.700221
223000 52253.549710
224000 52502.341063
225000 52337.118361
226000 52451.673964
227000 53651.853299
228000 52339.505127
229000 52440.420571
230000 52398.288574
231000 52004.470991
232000 52551.770669
233000 52005.380178
234000 52068.681011
235000 52921.419597
236000 52704.881188
237000 51940.100479
238000 52506.277751
239000 52310.397080
240000 51885.243094
241000 52143.289438
242000 52608.993083
243000 52583.176988
244000 53199.726301
245000 52611.698813
246000 52573.259870
247000 52633.451654
248000 52667.716051
249000 53135.675197
250000 52850.780450
100000 54135.768449
200000 52233.739629
300000 53954.915600
400000 55700.323700
500000 55724.374325
600000 56261.092677
700000 55960.647318
800000 55956.017456
